,interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,evidence,annotation,interaction_name_2
MDK_SDC2,MDK_SDC2,MK,MDK,SDC2,,,,,PMID: 28356350,Secreted Signaling,MDK - SDC2
MDK_SDC4,MDK_SDC4,MK,MDK,SDC4,,,,,PMID: 28356350,Secreted Signaling,MDK - SDC4
MDK_PTPRZ1,MDK_PTPRZ1,MK,MDK,PTPRZ1,,,,,PMID: 28356350,Secreted Signaling,MDK - PTPRZ1
MDK_ITGA4_ITGB1,MDK_ITGA4_ITGB1,MK,MDK,ITGA4_ITGB1,,,,,PMID: 28356350,Secreted Signaling,MDK - (ITGA4+ITGB1)
MDK_ITGA6_ITGB1,MDK_ITGA6_ITGB1,MK,MDK,ITGA6_ITGB1,,,,,PMID: 28356350,Secreted Signaling,MDK - (ITGA6+ITGB1)
MDK_LRP1,MDK_LRP1,MK,MDK,LRP1,,,,,PMID: 28356350,Secreted Signaling,MDK - LRP1
MDK_NCL,MDK_NCL,MK,MDK,NCL,,,,,PMID: 28356350,Secreted Signaling,MDK - NCL
MDK_ALK,MDK_ALK,MK,MDK,ALK,,,,,PMID: 19459784,Secreted Signaling,MDK - ALK
PTN_PTPRZ1,PTN_PTPRZ1,PTN,PTN,PTPRZ1,,,,,PMID: 28356350; PMID: 25620911,Secreted Signaling,PTN - PTPRZ1
PTN_SDC1,PTN_SDC1,PTN,PTN,SDC1,,,,,PMID: 28356350; PMID: 25620911,Secreted Signaling,PTN - SDC1
PTN_SDC2,PTN_SDC2,PTN,PTN,SDC2,,,,,PMID: 28356350; PMID: 25620911,Secreted Signaling,PTN - SDC2
PTN_SDC3,PTN_SDC3,PTN,PTN,SDC3,,,,,PMID: 28356350; PMID: 25620911,Secreted Signaling,PTN - SDC3
PTN_SDC4,PTN_SDC4,PTN,PTN,SDC4,,,,,PMID: 28356350; PMID: 25620911,Secreted Signaling,PTN - SDC4
PTN_ITGAV_ITGB3,PTN_ITGAV_ITGB3,PTN,PTN,ITGAV_ITGB3,,,,,PMID: 28356350; PMID: 25620911,Secreted Signaling,PTN - (ITGAV+ITGB3)
PTN_NCL,PTN_NCL,PTN,PTN,NCL,,,,,PMID: 28356350; PMID: 25620911,Secreted Signaling,PTN - NCL
PTN_ALK,PTN_ALK,PTN,PTN,ALK,,,,,PMID: 28356350; PMID: 25620911,Secreted Signaling,PTN - ALK
POSTN_ITGAV_ITGB3,POSTN_ITGAV_ITGB3,PERIOSTIN,POSTN,ITGAV_ITGB3,,,,,PMID: 26721738,Secreted Signaling,POSTN - (ITGAV+ITGB3)
POSTN_ITGAV_ITGB5,POSTN_ITGAV_ITGB5,PERIOSTIN,POSTN,ITGAV_ITGB5,,,,,PMID: 26721738,Secreted Signaling,POSTN - (ITGAV+ITGB5)
AGT_AGTR1B,AGT_AGTR1B,AGT,AGT,AGTR1,,,,,KEGG: hsa04080,Secreted Signaling,AGT - AGTR1B
GRP_GRPR,GRP_GRPR,GPR,GRP,GRPR,,,,,KEGG: hsa04080,Secreted Signaling,GRP - GRPR
NMB_NMBR,NMB_NMBR,GPR,NMB,NMBR,,,,,KEGG: hsa04080,Secreted Signaling,NMB - NMBR
KNG1_BDKRB1,KNG1_BDKRB1,BRADYKININ,KNG1,BDKRB1,,,,,KEGG: hsa04080,Secreted Signaling,KNG1 - BDKRB1
KNG1_BDKRB2,KNG1_BDKRB2,BRADYKININ,KNG1,BDKRB2,,,,,KEGG: hsa04080,Secreted Signaling,KNG1 - BDKRB2
C3_C3AR1,C3_C3AR1,COMPLEMENT,C3,C3AR1,,,,,KEGG: hsa04080,Secreted Signaling,C3 - C3AR1
C3_CR2,C3_CR2,COMPLEMENT,C3,CR2,,,,,PMID: 16234578,Secreted Signaling,C3 - CR2
C3_ITGAM_ITGB2,C3_ITGAM_ITGB2,COMPLEMENT,C3,ITGAM_ITGB2,,,,,PMID: 16234578,Secreted Signaling,C3 - (ITGAM+ITGB2)
C3_ITGAX_ITGB2,C3_ITGAX_ITGB2,COMPLEMENT,C3,ITGAX_ITGB2,,,,,PMID: 16234578,Secreted Signaling,C3 - (ITGAX+ITGB2)
C4A_C3AR1,C4A_C3AR1,COMPLEMENT,C4A,C3AR1,,,,,PMID: 16234578,Secreted Signaling,C4A - C3AR1
C4A_CR2,C4A_CR2,COMPLEMENT,C4A,CR2,,,,,PMID: 16234578,Secreted Signaling,C4A - CR2
HC_C5AR1,HC_C5AR1,COMPLEMENT,C5,C5AR1,,,,,KEGG: hsa04080,Secreted Signaling,HC - C5AR1
CCK_CCKAR,CCK_CCKAR,CCK,CCK,CCKAR,,,,,KEGG: hsa04080,Secreted Signaling,CCK - CCKAR
CCK_CCKBR,CCK_CCKBR,CCK,CCK,CCKBR,,,,,KEGG: hsa04080,Secreted Signaling,CCK - CCKBR
EDN1_EDNRA,EDN1_EDNRA,EDN,EDN1,EDNRA,,,,,KEGG: hsa04080,Secreted Signaling,EDN1 - EDNRA
EDN2_EDNRA,EDN2_EDNRA,EDN,EDN2,EDNRA,,,,,KEGG: hsa04080,Secreted Signaling,EDN2 - EDNRA
EDN3_EDNRA,EDN3_EDNRA,EDN,EDN3,EDNRA,,,,,KEGG: hsa04080,Secreted Signaling,EDN3 - EDNRA
EDN1_EDNRB,EDN1_EDNRB,EDN,EDN1,EDNRB,,,,,KEGG: hsa04080,Secreted Signaling,EDN1 - EDNRB
EDN2_EDNRB,EDN2_EDNRB,EDN,EDN2,EDNRB,,,,,KEGG: hsa04080,Secreted Signaling,EDN2 - EDNRB
EDN3_EDNRB,EDN3_EDNRB,EDN,EDN3,EDNRB,,,,,KEGG: hsa04080,Secreted Signaling,EDN3 - EDNRB
GAL_GALR1,GAL_GALR1,GALANIN,GAL,GALR1,,,,,KEGG: hsa04080,Secreted Signaling,GAL - GALR1
GAL_GALR2,GAL_GALR2,GALANIN,GAL,GALR2,,,,,KEGG: hsa04080,Secreted Signaling,GAL - GALR2
GAL_GALR3,GAL_GALR3,GALANIN,GAL,GALR3,,,,,KEGG: hsa04080,Secreted Signaling,GAL - GALR3
GALP_GALR1,GALP_GALR1,GALANIN,GALP,GALR1,,,,,PMID: 23233848,Secreted Signaling,GALP - GALR1
GALP_GALR2,GALP_GALR2,GALANIN,GALP,GALR2,,,,,PMID: 23233848,Secreted Signaling,GALP - GALR2
GHRL_GHSR,GHRL_GHSR,GHRELIN,GHRL,GHSR,,GHRL antagonist,,,KEGG: hsa04080; PMID: 29233536,Secreted Signaling,GHRL - GHSR
KISS1_KISS1R,KISS1_KISS1R,KISS1,KISS1,KISS1R,,,,,KEGG: hsa04080,Secreted Signaling,KISS1 - KISS1R
POMC_MC1R,POMC_MC1R,MELANOCORTIN,POMC,MC1R,,,,,KEGG: hsa04080,Secreted Signaling,POMC - MC1R
POMC_MC2R,POMC_MC2R,MELANOCORTIN,POMC,MC2R,,,,,KEGG: hsa04080,Secreted Signaling,POMC - MC2R
POMC_MC3R,POMC_MC3R,MELANOCORTIN,POMC,MC3R,,POMC antagonist,,,KEGG: hsa04080; PMID: 11024027,Secreted Signaling,POMC - MC3R
POMC_MC4R,POMC_MC4R,MELANOCORTIN,POMC,MC4R,,POMC antagonist,,,KEGG: hsa04080; PMID: 11024027,Secreted Signaling,POMC - MC4R
POMC_MC5R,POMC_MC5R,MELANOCORTIN,POMC,MC5R,,,,,KEGG: hsa04080,Secreted Signaling,POMC - MC5R
NMU_NMUR1,NMU_NMUR1,NMU,NMU,NMUR1,,,,,KEGG: hsa04080,Secreted Signaling,NMU - NMUR1
NMU_NMUR2,NMU_NMUR2,NMU,NMU,NMUR2,,,,,KEGG: hsa04080,Secreted Signaling,NMU - NMUR2
NMS_NMUR1,NMS_NMUR1,NMU,NMS,NMUR1,,,,,PMID: 29288685,Secreted Signaling,NMS - NMUR1
NMS_NMUR2,NMS_NMUR2,NMU,NMS,NMUR2,,,,,PMID: 29288685,Secreted Signaling,NMS - NMUR2
NPFF_NPFFR1,NPFF_NPFFR1,NPFF,NPFF,NPFFR1,,,,,KEGG: hsa04080,Secreted Signaling,NPFF - NPFFR1
NPFF_NPFFR2,NPFF_NPFFR2,NPFF,NPFF,NPFFR2,,,,,KEGG: hsa04080,Secreted Signaling,NPFF - NPFFR2
NPY_NPY1R,NPY_NPY1R,NPY,NPY,NPY1R,,,,,KEGG: hsa04080,Secreted Signaling,NPY - NPY1R
NPY_NPY2R,NPY_NPY2R,NPY,NPY,NPY2R,,,,,KEGG: hsa04080,Secreted Signaling,NPY - NPY2R
NPY_NPY4R,NPY_NPY4R,NPY,NPY,NPY4R,,,,,KEGG: hsa04080,Secreted Signaling,NPY - NPY4R
NPY_NPY5R,NPY_NPY5R,NPY,NPY,NPY5R,,,,,KEGG: hsa04080,Secreted Signaling,NPY - NPY5R
NPY_NPY6R,NPY_NPY6R,NPY,NPY,NPY6R,,,,,KEGG: hsa04080,Secreted Signaling,NPY - NPY6R
NPY_GPR83,NPY_GPR83,NPY,NPY,GPR83,,,,,KEGG: hsa04080,Secreted Signaling,NPY - GPR83
PPY_NPY1R,PPY_NPY1R,NPY,PPY,NPY1R,,,,,KEGG: hsa04080,Secreted Signaling,PPY - NPY1R
PPY_NPY2R,PPY_NPY2R,NPY,PPY,NPY2R,,,,,KEGG: hsa04080,Secreted Signaling,PPY - NPY2R
PPY_NPY4R,PPY_NPY4R,NPY,PPY,NPY4R,,,,,KEGG: hsa04080,Secreted Signaling,PPY - NPY4R
PPY_NPY5R,PPY_NPY5R,NPY,PPY,NPY5R,,,,,KEGG: hsa04080,Secreted Signaling,PPY - NPY5R
PPY_NPY6R,PPY_NPY6R,NPY,PPY,NPY6R,,,,,KEGG: hsa04080,Secreted Signaling,PPY - NPY6R
PPY_GPR83,PPY_GPR83,NPY,PPY,GPR83,,,,,KEGG: hsa04080,Secreted Signaling,PPY - GPR83
PYY_NPY1R,PYY_NPY1R,NPY,PYY,NPY1R,,,,,KEGG: hsa04080,Secreted Signaling,PYY - NPY1R
PYY_NPY2R,PYY_NPY2R,NPY,PYY,NPY2R,,,,,KEGG: hsa04080,Secreted Signaling,PYY - NPY2R
PYY_NPY4R,PYY_NPY4R,NPY,PYY,NPY4R,,,,,KEGG: hsa04080,Secreted Signaling,PYY - NPY4R
PYY_NPY5R,PYY_NPY5R,NPY,PYY,NPY5R,,,,,KEGG: hsa04080,Secreted Signaling,PYY - NPY5R
PYY_NPY6R,PYY_NPY6R,NPY,PYY,NPY6R,,,,,KEGG: hsa04080,Secreted Signaling,PYY - NPY6R
PYY_GPR83,PYY_GPR83,NPY,PYY,GPR83,,,,,KEGG: hsa04080,Secreted Signaling,PYY - GPR83
NPB_NPBWR1,NPB_NPBWR1,NPW-B,NPB,NPBWR1,,,,,KEGG: hsa04080,Secreted Signaling,NPB - NPBWR1
NPW_NPBWR1,NPW_NPBWR1,NPW-B,NPW,NPBWR1,,,,,KEGG: hsa04080,Secreted Signaling,NPW - NPBWR1
NTS_NTSR1,NTS_NTSR1,NTS,NTS,NTSR1,,,,,KEGG: hsa04080,Secreted Signaling,NTS - NTSR1
NTS_NTSR2,NTS_NTSR2,NTS,NTS,NTSR2,,,,,KEGG: hsa04080,Secreted Signaling,NTS - NTSR2
PDYN_OPRD1,PDYN_OPRD1,OPIOID,PDYN,OPRD1,,,,,KEGG: hsa04080,Secreted Signaling,PDYN - OPRD1
PDYN_OPRK1,PDYN_OPRK1,OPIOID,PDYN,OPRK1,,,,,KEGG: hsa04080,Secreted Signaling,PDYN - OPRK1
PDYN_OPRL1,PDYN_OPRL1,OPIOID,PDYN,OPRL1,,,,,KEGG: hsa04080,Secreted Signaling,PDYN - OPRL1
PDYN_OPRM1,PDYN_OPRM1,OPIOID,PDYN,OPRM1,,,,,KEGG: hsa04080,Secreted Signaling,PDYN - OPRM1
PENK_OPRD1,PENK_OPRD1,OPIOID,PENK,OPRD1,,,,,KEGG: hsa04080,Secreted Signaling,PENK - OPRD1
PENK_OPRK1,PENK_OPRK1,OPIOID,PENK,OPRK1,,,,,KEGG: hsa04080,Secreted Signaling,PENK - OPRK1
PENK_OPRL1,PENK_OPRL1,OPIOID,PENK,OPRL1,,,,,KEGG: hsa04080,Secreted Signaling,PENK - OPRL1
PENK_OPRM1,PENK_OPRM1,OPIOID,PENK,OPRM1,,,,,KEGG: hsa04080,Secreted Signaling,PENK - OPRM1
POMC_OPRD1,POMC_OPRD1,OPIOID,POMC,OPRD1,,,,,KEGG: hsa04080,Secreted Signaling,POMC - OPRD1
POMC_OPRK1,POMC_OPRK1,OPIOID,POMC,OPRK1,,,,,KEGG: hsa04080,Secreted Signaling,POMC - OPRK1
POMC_OPRL1,POMC_OPRL1,OPIOID,POMC,OPRL1,,,,,KEGG: hsa04080,Secreted Signaling,POMC - OPRL1
POMC_OPRM1,POMC_OPRM1,OPIOID,POMC,OPRM1,,,,,KEGG: hsa04080,Secreted Signaling,POMC - OPRM1
HCRT_HCRTR1,HCRT_HCRTR1,HCRT,HCRT,HCRTR1,,,,,KEGG: hsa04080,Secreted Signaling,HCRT - HCRTR1
HCRT_HCRTR2,HCRT_HCRTR2,HCRT,HCRT,HCRTR2,,,,,KEGG: hsa04080,Secreted Signaling,HCRT - HCRTR2
OXT_OXTR,OXT_OXTR,OXT,OXT,OXTR,,,,,KEGG: hsa04080,Secreted Signaling,OXT - OXTR
SST_SSTR1,SST_SSTR1,SEMATOSTATIN,SST,SSTR1,,,,,KEGG: hsa04080,Secreted Signaling,SST - SSTR1
SST_SSTR2,SST_SSTR2,SEMATOSTATIN,SST,SSTR2,,,,,KEGG: hsa04080,Secreted Signaling,SST - SSTR2
SST_SSTR3,SST_SSTR3,SEMATOSTATIN,SST,SSTR3,,,,,KEGG: hsa04080,Secreted Signaling,SST - SSTR3
SST_SSTR4,SST_SSTR4,SEMATOSTATIN,SST,SSTR4,,,,,KEGG: hsa04080,Secreted Signaling,SST - SSTR4
SST_SSTR5,SST_SSTR5,SEMATOSTATIN,SST,SSTR5,,,,,KEGG: hsa04080,Secreted Signaling,SST - SSTR5
CORT_SSTR1,CORT_SSTR1,SEMATOSTATIN,CORT,SSTR1,,,,,KEGG: hsa04080,Secreted Signaling,CORT - SSTR1
CORT_SSTR2,CORT_SSTR2,SEMATOSTATIN,CORT,SSTR2,,,,,KEGG: hsa04080,Secreted Signaling,CORT - SSTR2
CORT_SSTR3,CORT_SSTR3,SEMATOSTATIN,CORT,SSTR3,,,,,KEGG: hsa04080,Secreted Signaling,CORT - SSTR3
CORT_SSTR4,CORT_SSTR4,SEMATOSTATIN,CORT,SSTR4,,,,,KEGG: hsa04080,Secreted Signaling,CORT - SSTR4
CORT_SSTR5,CORT_SSTR5,SEMATOSTATIN,CORT,SSTR5,,,,,KEGG: hsa04080,Secreted Signaling,CORT - SSTR5
TAC1_TACR1,TAC1_TACR1,TAC,TAC1,TACR1,,,,,KEGG: hsa04080,Secreted Signaling,TAC1 - TACR1
TAC4_TACR1,TAC4_TACR1,TAC,TAC4,TACR1,,,,,KEGG: hsa04080,Secreted Signaling,TAC4 - TACR1
TAC1_TACR2,TAC1_TACR2,TAC,TAC1,TACR2,,,,,KEGG: hsa04080,Secreted Signaling,TAC1 - TACR2
TAC2_TACR3,TAC2_TACR3,TAC,TAC3,TACR3,,,,,KEGG: hsa04080,Secreted Signaling,TAC2 - TACR3
UTS2_UTS2R,UTS2_UTS2R,UTS2,UTS2,UTS2R,,,,,KEGG: hsa04080,Secreted Signaling,UTS2 - UTS2R
AVP_AVPR2,AVP_AVPR2,AVP,AVP,AVPR2,,,,,KEGG: hsa04080,Secreted Signaling,AVP - AVPR2
AVP_AVPR1A,AVP_AVPR1A,AVP,AVP,AVPR1A,,,,,KEGG: hsa04080,Secreted Signaling,AVP - AVPR1A
AVP_AVPR1B,AVP_AVPR1B,AVP,AVP,AVPR1B,,,,,KEGG: hsa04080,Secreted Signaling,AVP - AVPR1B
PRLH_PRLHR,PRLH_PRLHR,PRLH,PRLH,PRLHR,,,,,KEGG: hsa04080,Secreted Signaling,PRLH - PRLHR
PRSS3_F2R,PRSS3_F2R,PARs,PRSS3,F2R,,,,,KEGG: hsa04080,Secreted Signaling,PRSS3 - F2R
CTSG_F2R,CTSG_F2R,PARs,CTSG,F2R,,,,,KEGG: hsa04080,Secreted Signaling,CTSG - F2R
F2_F2R,F2_F2R,PARs,F2,F2R,,,,,KEGG: hsa04080,Secreted Signaling,F2 - F2R
PLG_F2R,PLG_F2R,PARs,PLG,F2R,,,,,KEGG: hsa04080,Secreted Signaling,PLG - F2RL3
GZMA_F2R,GZMA_F2R,PARs,GZMA,F2R,,,,,KEGG: hsa04080,Secreted Signaling,GZMA - F2R
PRSS2_F2R,PRSS2_F2R,PARs,PRSS2,F2R,,,,,KEGG: hsa04080,Secreted Signaling,PRSS2 - F2R
PRSS1_F2R,PRSS1_F2R,PARs,PRSS1,F2R,,,,,KEGG: hsa04080,Secreted Signaling,PRSS1 - F2R
PRSS3_F2RL1,PRSS3_F2RL1,PARs,PRSS3,F2RL1,,,,,KEGG: hsa04080,Secreted Signaling,PRSS3 - F2RL1
CTSG_F2RL1,CTSG_F2RL1,PARs,CTSG,F2RL1,,,,,KEGG: hsa04080,Secreted Signaling,CTSG - F2RL1
F2_F2RL1,F2_F2RL1,PARs,F2,F2RL1,,,,,KEGG: hsa04080,Secreted Signaling,F2 - F2RL1
PLG_F2RL1,PLG_F2RL1,PARs,PLG,F2RL1,,,,,KEGG: hsa04080,Secreted Signaling,PLG - F2RL1
GZMA_F2RL1,GZMA_F2RL1,PARs,GZMA,F2RL1,,,,,KEGG: hsa04080,Secreted Signaling,GZMA - F2RL1
PRSS2_F2RL1,PRSS2_F2RL1,PARs,PRSS2,F2RL1,,,,,KEGG: hsa04080,Secreted Signaling,PRSS2 - F2RL1
PRSS1_F2RL1,PRSS1_F2RL1,PARs,PRSS1,F2RL1,,,,,KEGG: hsa04080,Secreted Signaling,PRSS1 - F2RL1
PRSS3_F2RL2,PRSS3_F2RL2,PARs,PRSS3,F2RL2,,,,,KEGG: hsa04080,Secreted Signaling,PRSS3 - F2RL2
CTSG_F2RL2,CTSG_F2RL2,PARs,CTSG,F2RL2,,,,,KEGG: hsa04080,Secreted Signaling,CTSG - F2RL2
F2_F2RL2,F2_F2RL2,PARs,F2,F2RL2,,,,,KEGG: hsa04080,Secreted Signaling,F2 - F2RL2
PLG_F2RL2,PLG_F2RL2,PARs,PLG,F2RL2,,,,,KEGG: hsa04080,Secreted Signaling,PLG - F2RL2
GZMA_F2RL2,GZMA_F2RL2,PARs,GZMA,F2RL2,,,,,KEGG: hsa04080,Secreted Signaling,GZMA - F2RL2
PRSS2_F2RL2,PRSS2_F2RL2,PARs,PRSS2,F2RL2,,,,,KEGG: hsa04080,Secreted Signaling,PRSS2 - F2RL2
PRSS1_F2RL2,PRSS1_F2RL2,PARs,PRSS1,F2RL2,,,,,KEGG: hsa04080,Secreted Signaling,PRSS1 - F2RL2
PRSS3_F2RL3,PRSS3_F2RL3,PARs,PRSS3,F2RL3,,,,,KEGG: hsa04080,Secreted Signaling,PRSS3 - F2RL3
CTSG_F2RL3,CTSG_F2RL3,PARs,CTSG,F2RL3,,,,,KEGG: hsa04080,Secreted Signaling,CTSG - F2RL3
F2_F2RL3,F2_F2RL3,PARs,F2,F2RL3,,,,,KEGG: hsa04080,Secreted Signaling,F2 - F2RL3
GZMA_F2RL3,GZMA_F2RL3,PARs,GZMA,F2RL3,,,,,KEGG: hsa04080,Secreted Signaling,GZMA - F2RL3
PLG_F2RL3,PLG_F2RL3,PARs,PLG,F2RL3,,,,,KEGG: hsa04080,Secreted Signaling,PLG - F2RL3
PRSS2_F2RL3,PRSS2_F2RL3,PARs,PRSS2,F2RL3,,,,,KEGG: hsa04080,Secreted Signaling,PRSS2 - F2RL3
PRSS1_F2RL3,PRSS1_F2RL3,PARs,PRSS1,F2RL3,,,,,KEGG: hsa04080,Secreted Signaling,PRSS1 - F2RL3
PRSS3_PARD3,PRSS3_PARD3,PARs,PRSS3,PARD3,,,,,KEGG: hsa04080,Secreted Signaling,PRSS3 - PARD3
CTSG_PARD3,CTSG_PARD3,PARs,CTSG,PARD3,,,,,KEGG: hsa04080,Secreted Signaling,CTSG - PARD3
F2_PARD3,F2_PARD3,PARs,F2,PARD3,,,,,KEGG: hsa04080,Secreted Signaling,F2 - PARD3
GZMA_PARD3,GZMA_PARD3,PARs,GZMA,PARD3,,,,,KEGG: hsa04080,Secreted Signaling,GZMA - PARD3
PLG_PARD3,PLG_PARD3,PARs,PLG,PARD3,,,,,KEGG: hsa04080,Secreted Signaling,PLG - PARD3
PRSS2_PARD3,PRSS2_PARD3,PARs,PRSS2,PARD3,,,,,KEGG: hsa04080,Secreted Signaling,PRSS2 - PARD3
PRSS1_PARD3,PRSS1_PARD3,PARs,PRSS1,PARD3,,,,,KEGG: hsa04080,Secreted Signaling,PRSS1 - PARD3
PMCH_MCHR1,PMCH_MCHR1,PMCH,PMCH,MCHR1,,,,,KEGG: hsa04080,Secreted Signaling,PMCH - MCHR1
PROK1_PROKR2,PROK1_PROKR2,PROK,PROK1,PROKR2,,,,,PMID: 24496457,Secreted Signaling,PROK1 - PROKR2
PROK1_PROKR1,PROK1_PROKR1,PROK,PROK1,PROKR1,,,,,PMID: 24496457,Secreted Signaling,PROK1 - PROKR1
PROK2_PROKR1,PROK2_PROKR1,PROK,PROK2,PROKR1,,,,,PMID: 24496457,Secreted Signaling,PROK2 - PROKR1
PROK2_PROKR2,PROK2_PROKR2,PROK,PROK2,PROKR2,,,,,PMID: 24496457,Secreted Signaling,PROK2 - PROKR2
ADCYAP1_ADCYAP1R1,ADCYAP1_ADCYAP1R1,PACAP,ADCYAP1,ADCYAP1R1,,,,,PMID: 21350482,Secreted Signaling,ADCYAP1 - ADCYAP1R1
VIP_VIPR1,VIP_VIPR1,VIP,VIP,VIPR1,,,,,PMID: 10655512,Secreted Signaling,VIP - VIPR1
VIP_VIPR2,VIP_VIPR2,VIP,VIP,VIPR2,,,,,KEGG: hsa04080,Secreted Signaling,VIP - VIPR2
NPPA_NPR1,NPPA_NPR1,NPR1,NPPA,NPR1,,,,,KEGG: hsa04080; PMID: 29934640,Secreted Signaling,NPPA - NPR1
NPPB_NPR1,NPPB_NPR1,NPR1,NPPB,NPR1,,,,,KEGG: hsa04080; PMID: 29934641,Secreted Signaling,NPPB - NPR1
NPPC_NPR2,NPPC_NPR2,NPR2,NPPC,NPR2,,,,,KEGG: hsa04080; PMID: 29934642,Secreted Signaling,NPPC - NPR2
KITL_KIT,KITL_KIT,KIT,KITLG,KIT,,,,,KEGG: hsa04080,Secreted Signaling,KITL - KIT
GCG_GIPR,GCG_GIPR,GIPR,GCG,GIPR,,,,,KEGG: hsa04080,Secreted Signaling,GCG - GIPR
GIP_GIPR,GIP_GIPR,GIPR,GIP,GIPR,,,,,KEGG: hsa04080,Secreted Signaling,GIP - GIPR
FSHB_FSHR,FSHB_FSHR,FSH,FSHB,FSHR,,,,,KEGG: hsa04080,Secreted Signaling,FSHB - FSHR
CGA_FSHR,CGA_FSHR,FSH,CGA,FSHR,,,,,KEGG: hsa04080,Secreted Signaling,CGA - FSHR
LHB_LHCGR,LHB_LHCGR,LHB,LHB,LHCGR,,,,,KEGG: hsa04080,Secreted Signaling,LHB - LHCGR
CGA_LHCGR,CGA_LHCGR,LHB,CGA,LHCGR,,,,,KEGG: hsa04080,Secreted Signaling,CGA - LHCGR
TSHB_TSHR,TSHB_TSHR,TSH,TSHB,TSHR,,,,,KEGG: hsa04080,Secreted Signaling,TSHB - TSHR
CGA_TSHR,CGA_TSHR,TSH,CGA,TSHR,,,,,KEGG: hsa04080,Secreted Signaling,CGA - TSHR
BDNF_NTRK2,BDNF_NTRK2,NT,BDNF,NTRK2,,,NGFR activation receptor,,PMID: 27908981,Secreted Signaling,BDNF - NTRK2
NGF_NTRK1,NGF_NTRK1,NT,NGF,NTRK1,,,NGFR activation receptor,,PMID: 27908981,Secreted Signaling,NGF - NTRK1
FLT3L_FLT3,FLT3L_FLT3,FLT3,FLT3LG,FLT3,,,,,PMID: 25992210,Secreted Signaling,FLT3L - FLT3
HGF_MET,HGF_MET,HGF,HGF,MET,,,,,PMID: 28475121,Secreted Signaling,HGF - MET
KLK3_NTRK1,KLK3_NTRK1,NT,KLK3,NTRK1,,,NGFR activation receptor,,PMID: 27908981,Secreted Signaling,KLK3 - NTRK1
NTF3_NTRK1,NTF3_NTRK1,NT,NTF3,NTRK1,,,NGFR activation receptor,,PMID: 27908981,Secreted Signaling,NTF3 - NTRK1
NTF3_NTRK2,NTF3_NTRK2,NT,NTF3,NTRK2,,,NGFR activation receptor,,PMID: 27908981,Secreted Signaling,NTF3 - NTRK2
NTF3_NTRK3,NTF3_NTRK3,NT,NTF3,NTRK3,,,NGFR activation receptor,,PMID: 27908981,Secreted Signaling,NTF3 - NTRK3
NTF5_NTRK2,NTF5_NTRK2,NT,NTF4,NTRK2,,,NGFR activation receptor,,PMID: 27908981,Secreted Signaling,NTF5 - NTRK2
SEMA3A_NRP1_PLXNA1,SEMA3A_NRP1_PLXNA1,SEMA3,SEMA3A,NRP1_PLXNA1,,,,,PMID: 27533782,Secreted Signaling,SEMA3A - (NRP1+PLXNA1)
SEMA3A_NRP1_PLXNA2,SEMA3A_NRP1_PLXNA2,SEMA3,SEMA3A,NRP1_PLXNA2,,,,,PMID: 27533782,Secreted Signaling,SEMA3A - (NRP1+PLXNA2)
SEMA3A_NRP1_PLXNA3,SEMA3A_NRP1_PLXNA3,SEMA3,SEMA3A,NRP1_PLXNA3,,,,,PMID: 27533782,Secreted Signaling,SEMA3A - (NRP1+PLXNA3)
SEMA3A_NRP1_PLXNA4,SEMA3A_NRP1_PLXNA4,SEMA3,SEMA3A,NRP1_PLXNA4,,,,,PMID: 27533782,Secreted Signaling,SEMA3A - (NRP1+PLXNA4)
SEMA3B_NRP1_PLXNA1,SEMA3B_NRP1_PLXNA1,SEMA3,SEMA3B,NRP1_PLXNA1,,,,,PMID: 27533782,Secreted Signaling,SEMA3B - (NRP1+PLXNA1)
SEMA3B_NRP1_PLXNA2,SEMA3B_NRP1_PLXNA2,SEMA3,SEMA3B,NRP1_PLXNA2,,,,,PMID: 27533782,Secreted Signaling,SEMA3B - (NRP1+PLXNA2)
SEMA3B_NRP1_PLXNA3,SEMA3B_NRP1_PLXNA3,SEMA3,SEMA3B,NRP1_PLXNA3,,,,,PMID: 27533782,Secreted Signaling,SEMA3B - (NRP1+PLXNA3)
SEMA3B_NRP1_PLXNA4,SEMA3B_NRP1_PLXNA4,SEMA3,SEMA3B,NRP1_PLXNA4,,,,,PMID: 27533782,Secreted Signaling,SEMA3B - (NRP1+PLXNA4)
SEMA3C_NRP1_PLXNA1,SEMA3C_NRP1_PLXNA1,SEMA3,SEMA3C,NRP1_PLXNA1,,,,,PMID: 27533782,Secreted Signaling,SEMA3C - (NRP1+PLXNA1)
SEMA3C_NRP1_PLXNA2,SEMA3C_NRP1_PLXNA2,SEMA3,SEMA3C,NRP1_PLXNA2,,,,,PMID: 27533782,Secreted Signaling,SEMA3C - (NRP1+PLXNA2)
SEMA3C_NRP1_PLXNA3,SEMA3C_NRP1_PLXNA3,SEMA3,SEMA3C,NRP1_PLXNA3,,,,,PMID: 27533782,Secreted Signaling,SEMA3C - (NRP1+PLXNA3)
SEMA3C_NRP1_PLXNA4,SEMA3C_NRP1_PLXNA4,SEMA3,SEMA3C,NRP1_PLXNA4,,,,,PMID: 27533782,Secreted Signaling,SEMA3C - (NRP1+PLXNA4)
